repo,cloned,total_commits,earliest_todo_issue,pre_earliest_issue_commits
pyfet/super-duper-octo-winner,True,51,1588867586.0,21
QAQddbest/Course-selected-System,True,3,1576674546.0,2
QAQddbest/JFXDemo,True,2,1578155278.0,1
QAQddbest/LexicalAndParsing,True,34,1572431146.0,1
QAQddbest/piggy,True,4,1599408621.0,4
qhwhc/mysql-spring-boot-starter,True,3,1570487415.0,3
qmarquez/asisdminCIELO,True,1,1587054965.0,1
qmarquez/qmarquez.github.io,True,27,1586019823.0,12
quacky-bot/git-project,True,23,1594349523.0,18
quacky-bot/quacky-support,True,81,1593704375.0,1
Quammsrl/quamm-client-javascript,True,16,1544527290.0,1
Quammsrl/quamm-client-vue,True,8,1549556221.0,4
Quansight/qhub,True,296,1586327309.0,9
QUT-Motorsport/QUTMS_ConfigApp,True,269,1594172812.0,251
qwertyyb/screen-qrcode-parser,True,28,1572876203.0,12
radanalyticsio/openshift-spark,True,264,1558459676.0,243
radanalyticsio/oshinko-s2i,True,472,1558640203.0,452
radanalyticsio/spark-operator,True,775,1582205505.0,767
radanalyticsio/tensorflow-build-s2i,True,192,1553540344.0,192
Radarr/Radarr,True,9519,1526895170.0,8320
radosz99/allegro-scanner,True,18,1586785217.0,4
radosz99/bike-trips,True,53,1584881294.0,53
radosz99/dalk-mobile,True,5,1592949734.0,2
radosz99/dalk-server,True,12,1592063793.0,6
radosz99/f1-race,True,52,1589046469.0,12
radosz99/java-techniki-zaawansowane,True,153,1586049059.0,34
radosz99/scrabble-optimizer,True,123,1587075925.0,52
Raffaello/sdl2-vga-terminal,True,95,1588342735.0,67
ragzor/codeword-tools,True,48,1555433768.0,22
rainrivas/rain-alm-cli,True,9,1523046428.0,9
rajeshmule/learn-node,True,66,1580799500.0,2
ramnathv/temppkg,True,12,1580852869.0,11
Rawnly/csk,True,14,1527115244.0,4
Rawnly/imgur-node,True,4,1529940589.0,4
Rawnly/spring-crud-jwt,True,12,1567216397.0,1
Rawnly/UnsplashAPIClient,True,10,1546790733.0,1
raydennis/dotfiles,True,439,1559512113.0,169
Rayraegah/vuex-lite,True,16,1519269245.0,7
razertory/go-resp,True,13,1595403264.0,3
razertory/jianzhi-offer,True,39,1561440662.0,7
razertory/MIT6.824,True,32,1557648634.0,29
razertory/scala-code-lab,True,44,1576144387.0,21
rdmix/pitaya,True,34,1584609307.0,12
rdtscp/c-bootstrap,True,1320,1557966684.0,894
reachnetwork/review-bot,True,86,1556032071.0,55
reactiveui/ReactiveUI.Samples,True,190,1557978591.0,71
reactiveui/Sextant,True,197,1561525706.0,89
reactiveui/splat,True,628,1590042506.0,571
RebeccaStevens/purity-optimizer,True,47,1565155105.0,0
recycleTheC/raspored_api,True,22,1598186250.0,6
recycleTheC/react-raspored,True,28,1598212910.0,5
RedGuys/RedNetWorker,True,138,1573760236.0,31
RedHotChiliBots/FRC4453_2019_VISION,True,159,1550427131.0,49
remorses/instagram-botnet,True,1268,1557914399.0,1142
renew-js/renew-formalism-pt,True,82,1559643990.0,60
renew-js/renew-lib,True,565,1562598609.0,504
renew-js/renew-simulator-ccpn,True,18,1562307128.0,12
retr0h/gilt,True,129,1584219309.0,116
reynn/rs-media,True,8,1589151380.0,6
reynn/versm,True,4,1597964373.0,2
rgardner/dancingtogether,True,310,1563568495.0,294
rgardner/memory-jogger,True,45,1583297414.0,4
Richienb/basea,True,6,1575810182.0,2
Richienb/devbed,True,171,1567841029.0,99
Richienb/es6-observable,True,3,1586170058.0,1
Richienb/esm-lint,True,6,1579509112.0,3
Richienb/git-files,True,223,1542707307.0,107
Richienb/google-search-sitemap-updater,True,9,1543558558.0,3
Richienb/got-jsonp,True,3,1585680405.0,1
Richienb/got-xml,True,5,1585678208.0,1
Richienb/hypixie,True,3,1586262361.0,1
Richienb/iplocation,True,61,1585908167.0,46
Richienb/iplocation-cli,True,4,1585999601.0,3
Richienb/p-observable,True,3,1586174571.0,1
Richienb/puquery,True,3,1544925841.0,2
Richienb/ros-countdown,True,2,1550374060.0,2
Richienb/ros-css-styles-toolkit,True,125,1543663088.0,20
Richienb/ros-data-waster,True,28,1545715207.0,2
Richienb/ros-domain-verification,True,20,1544521304.0,3
Richienb/sentencecase-keys,True,3,1585996846.0,1
Richienb/sha1-file,True,4,1586086109.0,3
Richienb/simple-mdc-quickstart,True,2,1543132573.0,2
Richienb/slothpixel,True,11,1586349408.0,1
Richienb/unwrap-jsonp,True,3,1585681959.0,1
rickyplouis/dropdown-sample,True,1,1599151529.0,1
riemers/home-assistant-config,True,191,1559599364.0,80
Riscue/pytorch-cifar10,True,57,1591009615.0,5
rishabhdeepsingh/Competitive,True,176,1594733591.0,152
rishabhdeepsingh/KGPApp,True,4,1573428218.0,3
RITesports/Website,True,194,1596775091.0,153
Rixafy/Routing,True,95,1556395496.0,39
rj-pe/eec487,True,30,1573704509.0,30
rj-pe/eec488,True,62,1571535970.0,50
rj-pe/mips-cpu,True,50,1580950253.0,11
rj-pe/zsh,True,2,1579372436.0,1
rllola/airbnb-scanner,True,12,1591908047.0,12
RobAWilkinson/flour-water-salt-yeast,True,19,1572319694.0,13
robindemourat/metis-backend,True,77,1515586641.0,20
robindemourat/metis-backoffice,True,73,1514478207.0,19
robindemourat/metis-frontoffice,True,18,1516214166.0,8
robindemourat/metis-shared,True,137,1515595625.0,28
robinmetral/coffee,True,974,1552117494.0,936
RobotJesse/stunning-doodle,True,13,1583538953.0,9
ronak-92/test,True,6,1536143595.0,5
ropensci/BaseSet,True,498,1548261358.0,63
ross-newman/vivoe-lite,True,415,1562236535.0,293
rotimi-best/attendance-bot,True,106,1553571614.0,83
rotimi-best/fire_finger,True,2,1579344858.0,1
rotimi-best/mvivid,True,74,1556665041.0,25
rotimi-best/mytodos,True,104,1549605106.0,93
rotimi-best/node-cheatsheet,True,42,1546896478.0,25
rotimi-best/ossystemscreenshare,True,2,1575239739.0,1
rotimi-best/parchmentnotebook,True,63,1579340610.0,18
rotimi-best/parchmentnotebook-api,True,26,1578351763.0,4
rotimi-best/questionnaire-generator,True,6,1587654217.0,6
rotimi-best/trumpetr-api,True,8,1576895502.0,5
rotimi-best/virtual-mouse,True,1,1575803295.0,1
rsarky/hello-world,True,15,1519316525.0,4
RubenDebusscher/DoctorwhofansBE,True,143,1562848104.0,54
rubensayshi/TheClassicRace,True,64,1561461437.0,2
RubenZx/EDNL,True,62,1559578794.0,28
RubenZx/the-rick-and-morty-app,True,40,1583333849.0,18
RubyHuynh/Study_C,True,33,1561134258.0,10
RubyHuynh/Study_CPP,True,43,1561348819.0,18
rugk/awesome-emoji-picker,True,370,1556630316.0,70
rugk/qr-code-libs-test,True,15,1556530079.0,9
runyan-co/wp-baseline,True,9,1582042712.0,3
ryanemitchell/witsage-blocks,True,6,1550344242.0,5
rye/amalgam,True,37,1577232399.0,22
rye/rust-netaddr2,True,387,1565211720.0,139
rzhan11/Battlecode2020,True,449,1579145291.0,265
rzjnzk/git-project-auto-setup,True,1,1560463105.0,1
rzjnzk/unix-home-dir,True,12,1559744086.0,0
sabertazimi/hust-web,True,361,1543304283.0,123
sabertazimi/mdb,True,31,1542937170.0,12
sabrinagear/notacontest,True,7,1550862577.0,6
safa-house/keyframes,True,35,1558882242.0,2
sagar-gavhane/active-query-builder,True,44,1542391262.0,15
saiichihashimoto/babel-plugin-extension-resolver,True,595,1562920411.0,7
saiichihashimoto/eslint-config-saiichihashimoto,True,1198,1597908090.0,1104
saiichihashimoto/feathers-react-hooks,True,457,1565584994.0,17
saiichihashimoto/husky-config-saiichihashimoto,True,64,1598569432.0,51
saiichihashimoto/lint-my-app,True,1098,1564473579.0,625
saiichihashimoto/zillowtoynab,True,1328,1567373134.0,515
SalidaSegura/salida-segura-app,True,82,1586138278.0,50
SaltieRL/carball,True,664,1567995889.0,616
SaltieRL/DistributedReplays,True,1771,1569524999.0,1698
SaltieRL/WebReplayViewer,True,310,1557979748.0,97
SaltyMonkey/YetAnotherTeraDpsSite-backend,True,144,1569069447.0,5
SaltyMonkey/YetAnotherTeraDpsSite-frontend,True,9,1572906167.0,5
sam20908/Arcane,True,1121,1589905520.0,845
Sama34/Display-Usernames-Nicks-Plugin,True,1,1549311023.0,1
Sama34/OUGC-Custom-Reputation,True,32,1586035951.0,28
samantharachelb/acnhcompanion-data-formatter,True,12,1597963154.0,4
samrobbins85/locatemytech,True,17,1591973032.0,2
samrobbins85/SM-CG-Coursework,True,2,1591524587.0,2
samtoth/MTK,True,127,1588002477.0,50
samuelgeurts/SpotNGlia,True,196,1554808127.0,195
samuelgeurts/Tensorflow2-course,True,12,1582458367.0,2
SamyBencherif/ncknge,True,58,1563125082.0,8
sandark7/frontendweekend,True,2312,1546260811.0,91
SandroAlmeidaDev/gostack-desafio-reactjs-crud,True,6,1596671536.0,1
santiagoclv/santiagoclv.github.io,True,22,1564097975.0,19
sapcc/kubernikus,True,1747,1516014545.0,785
sarigiannidis/data-factory,True,243,1558081058.0,131
sarimabbas/intrepid,True,129,1573674837.0,74
satviksr/todo_test,True,15,1591094631.0,4
Sazzo/SazzNotifier,True,26,1598275208.0,13
scartill/scoutfence,True,14,1582900755.0,1
Schiller40/ozone-next,True,69,1581587859.0,33
Schiller40/superzone,True,70,1588235744.0,69
se7entyse7en/pydockenv,True,263,1593292873.0,259
seabbs/thesis,True,208,1556296751.0,5
seiga/grape_sdd_example,True,22,1576062850.0,18
Seluj78/42PyChecker,True,67,1518149460.0,3
Seluj78/IntraPy,True,122,1516105797.0,96
Seluj78/juleslasne,True,51,1537956347.0,44
Seluj78/libft,True,77,1516090502.0,76
Seluj78/PyMatcha,True,264,1582204562.0,46
semanteecore/semanteecore,True,688,1576186016.0,604
serdartkm/webrtc,True,45,1577174245.0,22
SergiiButenko/automated_system,True,38,1565366658.0,4
sergivb01/go-exercices,True,3,1549407921.0,3
sergivb01/learning-go,True,10,1550960892.0,1
sergivb01/weatherweb,True,17,1552434169.0,4
serhii73/place2live,True,265,1561815291.0,27
servian/aws-auto-remediate,True,106,1557139166.0,44
Shashank3736/captcha-canvas,True,66,1599293784.0,52
ShaswatLenka/node_projects,True,3,1528366456.0,2
sheldonhull/sheldonhull.hugo,True,597,1588222463.0,455
shijiezhou1/ember-blog,True,288,1562164475.0,29
shijiezhou1/portfolio-v1,True,761,1562429057.0,685
shijiezhou1/PycharmProjects,True,3,1562907616.0,1
shijiezhou1/vue-app,True,199,1581302332.0,19
shijiezhou1/vue-portfolio,True,414,1561942617.0,116
Shinigami072/Compilers-LogoInterpreter,True,42,1590615241.0,36
Shinigami072/Design-Studio-Trafic-Flow-Ninja,True,91,1588717598.0,11
ShipyardSuite/auth,True,43,1585839228.0,28
ShipyardSuite/connection,True,18,1588074931.0,16
ShipyardSuite/dashboard,True,33,1584899630.0,8
ShipyardSuite/homepage,True,83,1588148795.0,34
ShipyardSuite/i18nManager,True,27,1591378331.0,26
ShipyardSuite/status,True,39,1588161323.0,18
ShipyardSuite/user,True,41,1584823561.0,8
shivamadhavan/test-semantic-release,True,15,1519363044.0,15
shubhamgupta-dat/DataScienceStyleGuide,True,15,1591179611.0,12
shubhamgupta-dat/nlp_learnings,True,5,1597032501.0,2
siavashadpey/rebalance,True,92,1592928784.0,78
signdict/website,True,842,1551687468.0,254
Silly-Goose-Software/event-sauced-ts-postgresql,True,546,1559361379.0,25
simonbowly/git-commit-untodo,True,13,1586874743.0,5
simonbowly/wemo,True,5,1586849873.0,0
simonwjackson/dotfiles,True,517,1588907104.0,411
simonwjackson/dr-mario.js,True,13,1588905731.0,13
simonwjackson/eslint-config,True,32,1594937753.0,15
simonwjackson/falsete,True,23,1591894869.0,0
simonwjackson/musicati,True,25,1594148609.0,24
sirMerr/3-stones,True,88,1509570504.0,52
sirMerr/evaluator,True,21,1512757537.0,16
sirMerr/student-breaks-finder,True,312,1511470650.0,32
sjyoon/sjyoon.github.io,True,239,1571853665.0,165
sKawashima/blog,True,462,1589900362.0,413
sKawashima/cocktailMenu,True,570,1559348598.0,63
sKawashima/myKaggle,True,52,1582882010.0,45
SketchingDev/Doodle-Dashboard,True,206,1567891328.0,195
SketchingDev/ServerlessRealtimeReporter,True,16,1576602400.0,9
Skeyelab/gdax_bot,True,461,1540932226.0,238
skleanthous/C4-PlantumlSkin,True,22,1552304874.0,5
Skydragonsz/cordova-plugin-document-scanner,True,26,1527064598.0,16
Skydragonsz/Megumin,True,11,1568301987.0,4
Skydragonsz/SADBOYS-bot,True,10,1561821268.0,3
Skydragonsz/testing-repo,True,21,1521636922.0,2
Skyge/Erc20,True,9,1576669849.0,4
SmallRoomLabs/schm,True,2,1553679883.0,1
smarthut/automata,True,14,1548169856.0,13
smarthut/smarthut,True,82,1536692401.0,79
smbkr/gql-hn,True,44,1581950292.0,41
smolkov/tomatron,True,7,1561218577.0,1
snackpass/heroku-buildpack-rabbitmq,True,40,1581545382.0,39
snamiki1212/myblog,True,683,1566730248.0,334
snurby7/coffee-rates,True,49,1558295170.0,25
SocialGouv/code-du-travail-backoffice,True,1261,1555261483.0,574
SocialGouv/monitorer,True,110,1581353298.0,14
SockTrader/SockTrader,True,621,1556967898.0,228
soehlert/dontsmashbats,True,49,1569806503.0,13
soloalex1/functional-snake,True,7,1565363548.0,2
soloalex1/privacidade,True,57,1568661933.0,12
solr-express/solr-express,True,976,1578772504.0,976
sourcegraph/sourcegraph,True,8978,1555758155.0,2985
SparkAppStudio/WorkWeek,True,761,1511306623.0,642
spartan73rmy/FitoReportApp,True,20,1594406219.0,2
spartan73rmy/SuCoffe,True,2,1566234238.0,2
sperezm97/easy-control-app,True,129,1589695085.0,108
sperezm97/VehicleFuelApp,True,112,1581257438.0,52
Sperryfreak01/RadarrSync,True,14,1536213511.0,14
splash-cli/splash-cli,True,391,1525337123.0,91
SpongePowered/SpongeCommon,True,5537,1517100680.0,3959
SpoonX/boards-preset-default,True,24,1516973946.0,5
srishanbhattarai/nepcal,True,125,1532579717.0,58
sschr15/UnicodeKeyboard,True,4,1584723133.0,1
ssingh0103/auction-frontend,True,51,1576158135.0,17
StarExec/StarExec,True,5486,1519355380.0,5323
StarGazerM/jindex,True,19,1585794759.0,12
StarGazerM/slog-example,True,12,1590716457.0,12
stationgroup/aws-helper-scripts,True,30,1526677843.0,8
stCarolas/Enki,True,445,1582138698.0,329
stCarolas/Lijzeil,True,9,1590847679.0,3
steinbrueckri/debug,True,48,1584621995.0,0
steinbrueckri/dotfiles,True,13,1582664721.0,4
steinbrueckri/h2t,True,69,1589795440.0,62
steinbrueckri/steinbrueckri.github.io,True,54,1585084817.0,36
stelosca96/DP2-Rest-Biblio,True,5,1579375884.0,2
Stephen-Gates/data-quality-pattern,True,26,1516595247.0,17
Stephen-Gates/service-locations,True,80,1519170230.0,66
stephengroat/clacl,True,115,1549454395.0,105
stephengroat/stephengroat.github.io,True,273,1598478042.0,265
stevenselcuk/palamut,True,126,1561144921.0,21
stevepepple/Vibemap-Map,True,624,1570466797.0,277
stijnb1234/LiveSupport,True,16,1597670672.0,7
stijnb1234/V10Lift2,True,180,1580385043.0,1
Storms-Engineering/SRBC,True,596,1553645804.0,107
stretchyboy/foxdot-experiements,True,35,1544265118.0,12
strivenous/discord-js,True,6,1590977498.0,5
strivenous/learning-js,True,17,1590453424.0,7
strivenous/quality-of-life,True,4,1590221865.0,3
StrixTech/openclinic,True,125,1558367593.0,13
subugoe/gro-dspacecris-design-2017,True,159,1519280499.0,135
Suckson/sucksonUI,True,11,1564910545.0,4
sudar/bulk-delete,True,1217,1575364057.0,1174
sunho/goranireader,True,279,1587708655.0,276
sunriseos/mergeable-test,True,1,1567072618.0,1
sunriseos/storage_device,True,55,1567511374.0,37
sunriseos/SunriseOS,True,1363,1543337749.0,323
sunriseos/sunriseos.github.io,True,1,1561992562.0,1
svdarren/jupyter-template,True,109,1577161042.0,4
svdarren/secrets-workflow,True,64,1577411349.0,30
swinton/scrabblescore,True,66,1571265121.0,46
SwitchbladeBot/api,True,27,1586990183.0,20
SwitchbladeBot/auth-deprecated,True,17,1587509612.0,1
SwitchbladeBot/bot-list-poster,True,47,1586744653.0,2
SwitchbladeBot/id,True,18,1598818956.0,17
SwitchbladeBot/invidget,True,142,1590384664.0,61
SwitchbladeBot/music,True,35,1588128144.0,7
SwitchbladeBot/statistics-collector,True,7,1590038940.0,4
SwitchbladeBot/switchblade,True,3041,1549989385.0,1897
SwitchbladeBot/switchblade-next,True,37,1589413328.0,34
syawin/money,True,25,1595092090.0,22
syawin/xUnit,True,15,1595107868.0,8
SymbiFlow/symbiflow-arch-defs,True,3984,1519059016.0,206
Szauu/CSVReader,True,4,1580768860.0,1
Szauu/flowers_app,True,1,1592923487.0,1
t4sk/d-monetize,True,201,1546899435.0,36
t4sk/multi-sig-wallet,True,66,1586843733.0,16
t4sk/react-canvas-time-series,True,737,1543406708.0,349
t4sk/react-lib,True,98,1579564522.0,67
t4sk/solidity-by-example,True,164,1545096296.0,154
t4sk/t4sk.github.io,True,333,1554333366.0,59
tabetalt/pulumix,True,59,1596481981.0,37
tacyarg/bybit,True,22,1567108651.0,1
tacyarg/bybit-socket,True,4,1567741205.0,2
tacyarg/cryptapi-service,True,53,1575672526.0,3
tacyarg/fundingrate.io,True,219,1586043081.0,181
tacyarg/tradingview-webhooks,True,91,1569685946.0,30
talkiq/gcloud-aio,True,524,1508968985.0,70
TarunNanduri/goMicroServices,True,25,1595225486.0,22
team-bubl/bubl-fe,True,38,1561567930.0,25
TeamLapen/VampirismAddonExample,True,13,1519676151.0,12
TeamLapen/Werewolves,True,153,1554382483.0,14
teamrit/Color-Generator-Lab-3,True,6,1574713892.0,4
techfreakworm/business-newser,True,13,1575839797.0,3
techfreakworm/probability_stats_practice,True,34,1598653861.0,34
techniumlabs/containers,True,210,1588920469.0,150
techqueria/data-structures-and-algorithms,True,304,1573167699.0,273
techqueria/website,True,1719,1554329822.0,786
testpass1982/ac_template_site,True,264,1561125581.0,41
testpass1982/bitrix_clear_template,True,3,1559220859.0,2
testpass1982/magnitogorsk_site,True,36,1553013841.0,10
testpass1982/naks_vladimir_site,True,65,1559045661.0,42
tevelee/Eval,True,124,1579708677.0,124
Texart/Texart,True,226,1559033869.0,123
tharangni/medium-scraper,True,37,1545307672.0,6
the-after-hours/contri-credit,True,21,1538371984.0,21
the-after-hours/ez-pb,True,6,1571810318.0,5
TheBdouilleur/Doomsday-Trainer,True,31,1587310842.0,27
TheBdouilleur/globangs,True,30,1588943760.0,10
TheBdouilleur/Typer,True,10,1579858066.0,10
TheBdouilleur2/jesite,True,292,1586774430.0,74
TheBusyBiscuit/CS-CoreLib2,True,485,1571510043.0,212
TheBusyBiscuit/MobCapturer,True,19,1583270692.0,6
TheComputerGenie/KMD-solo-mining,True,7,1589726073.0,7
TheGiriel/theWeaponMaster,True,126,1560129269.0,3
TheKevJames/challenges,True,82,1513063761.0,37
TheKevJames/ifttt,True,37,1512072668.0,21
TheKevJames/league,True,237,1525487029.0,229
TheKevJames/tidbits,True,57,1515028874.0,26
TheKevJames/web,True,585,1513382720.0,315
themeio/themeio.js,True,129,1587761404.0,6
TheNeoCarvalho/agenda-java,True,3,1592190170.0,3
TheNeoCarvalho/delivery_flutter,True,1,1599186825.0,1
theNewDynamic/hugo-base-components,True,3,1519500394.0,1
theNewDynamic/hugo-base-layouts,True,111,1519500283.0,1
theNewDynamic/hugo-module-tnd-func,True,1,1592837805.0,1
theNewDynamic/hugo-modules-test,True,8,1574366133.0,4
theNewDynamic/thenewdynamic.com,True,865,1591378172.0,513
theNewDynamic/thenewdynamic.org,True,3988,1586705499.0,3896
thepushkarp/Authored-CP-Problems,True,10,1590995632.0,9
TheRedSpy15/Full-Tilt-Bash,True,88,1544561169.0,73
TheRedSpy15/Multi-Go,True,299,1548811500.0,279
thetahq/lxdManager,True,9,1569911802.0,9
thetahq/Server,True,34,1554661561.0,11
thetahq/thetaRadixDebuffer,True,11,1554916768.0,3
thetahq/Website,True,27,1554408979.0,5
thibmaek/custom-components,True,51,1544392611.0,12
thibmaek/demo-collections,True,11,1560080876.0,1
thibmaek/linux-confs,True,112,1576947548.0,102
thibmaek/thibmaek.github.io,True,358,1527019221.0,303
thisdesign/groceryassist,True,317,1585164107.0,122
thisHermit/udemy_table_of_contents,True,11,1579272197.0,6
thislooksfun/audio-queue,True,185,1570201755.0,2
thislooksfun/earthdawn,True,562,1568128788.0,90
thislooksfun/f.o.testing,True,11,1568352601.0,10
thislooksfun/forbid.only,True,29,1568363413.0,3
thislooksfun/testing,True,49,1575565678.0,3
thkruz/keeptrack.space,True,542,1596395432.0,423
thomasfredericks/Bounce2,True,116,1573137232.0,94
thomasGuerin3/lagom,True,956,1563280012.0,955
Thomashighbaugh/awesomewm,True,26,1589952562.0,0
Thomashighbaugh/dotfiles,True,2850,1578041705.0,2192
Thomashighbaugh/dwm-electric-tantra,True,16,1596920619.0,1
Thomashighbaugh/firefox,True,13,1589768295.0,1
Thomashighbaugh/g5-Blog-CCLife,True,135,1589308788.0,81
Thomashighbaugh/Not-Another-Devlog,True,29,1579896068.0,24
Thomashighbaugh/qtile,True,7,1593716284.0,6
Thomashighbaugh/st-tlh,True,11,1596818138.0,0
thoth-station/advise-reporter,True,104,1585762598.0,9
thoth-station/adviser,True,2512,1536051394.0,116
thoth-station/amun-api,True,944,1538938289.0,6
thoth-station/build-analyzers,True,394,1556114118.0,19
thoth-station/build-watcher,True,326,1549033336.0,5
thoth-station/cleanup-job,True,508,1544540266.0,179
thoth-station/common,True,1673,1535475588.0,118
thoth-station/core,True,562,1541086103.0,440
thoth-station/cve-update-job,True,640,1552639567.0,198
thoth-station/glyph,True,24,1596779066.0,10
thoth-station/graph-cache-refresh-job,True,3,1568818314.0,3
thoth-station/graph-refresh-job,True,788,1539587301.0,176
thoth-station/graph-sync-job,True,874,1542862824.0,270
thoth-station/graph-sync-scheduler,True,290,1544540106.0,5
thoth-station/httpd-aicoe-container,True,155,1556554895.0,127
thoth-station/integration-tests,True,85,1587110606.0,31
thoth-station/investigator,True,196,1590584739.0,68
thoth-station/isis-api,True,45,1546410259.0,3
thoth-station/janusgraph-thoth-config,True,113,1542739093.0,3
thoth-station/kebechet,True,1049,1537993943.0,307
thoth-station/lab,True,380,1584974438.0,281
thoth-station/management-api,True,979,1552645040.0,148
thoth-station/messaging,True,298,1569331398.0,3
thoth-station/mi,True,481,1593706754.0,460
thoth-station/mi-scheduler,True,32,1594991177.0,22
thoth-station/micropipenv,True,221,1583944070.0,47
thoth-station/misc,True,63,1562011886.0,41
thoth-station/notebooks,True,147,1549968791.0,60
thoth-station/osiris,True,206,1550600303.0,94
thoth-station/osiris-build-observer,True,123,1550650768.0,49
thoth-station/package-analyzer,True,217,1551879376.0,2
thoth-station/package-build-controller,True,13,1543852803.0,2
thoth-station/package-releases-job,True,772,1552639410.0,278
thoth-station/python,True,518,1543238646.0,7
thoth-station/qeb-hwt,True,197,1581159028.0,108
thoth-station/result-api,True,824,1588404960.0,789
thoth-station/s2i-minimal-notebook,True,36,1586450679.0,20
thoth-station/selinon-api,True,51,1545240346.0,21
thoth-station/selinon-worker,True,73,1546521049.0,34
thoth-station/slo-reporter,True,164,1588749022.0,12
thoth-station/solver,True,1049,1553681262.0,371
thoth-station/source-management,True,47,1583505644.0,15
thoth-station/storages,True,3125,1538728718.0,364
thoth-station/tensorflow-build-s2i,True,233,1550620092.0,177
thoth-station/tensorflow-serving-build,True,29,1544630921.0,2
thoth-station/thamos,True,797,1536309565.0,5
thoth-station/thoth-application,True,856,1589107044.0,152
thoth-station/thoth-ops-infra,True,99,1539348570.0,14
thoth-station/user-api,True,1892,1536056102.0,380
thoth-station/workflow-helpers,True,69,1595867360.0,47
thoth-station/workload-operator,True,207,1547121389.0,3
thukabjj/servicoRenegociacao,True,30,1559780070.0,6
thukabjj/spring-boot-camel,True,2,1563066789.0,1
tianhaoz95/acumany-re,True,26,1597113200.0,2
tianhaoz95/flutter-gitpod-hacks,True,5,1571175974.0,2
tianhaoz95/iwfp,True,690,1570425960.0,90
tibmeister/Esper,True,18,1597802781.0,16
Tiim/attendance-tracker,True,135,1555708444.0,101
timetable-kosimst-tk/timetable-app,True,225,1550670600.0,94
timontsiolis/website,True,53,1582300303.0,45
timvideos/litex-buildenv,True,2871,1540467946.0,2356
tjdavis3/golang-rest-template,True,42,1592336714.0,20
tjysdsg/DKUOJ,True,20,1552220603.0,2
tjysdsg/softrenderer,True,19,1549357049.0,10
tjysdsg/tan,True,422,1555823781.0,25
tjysdsg/tos,True,12,1549688644.0,9
Tokazama/StaticRanges.jl,True,277,1552492613.0,6
TokTok/hs-toxcore-c,True,46,1518137566.0,23
TokTok/website,True,138,1517493957.0,97
tom-corwin/tacdevlibs,True,455,1543458354.0,140
tomkerkhove/promitor,True,841,1566917868.0,427
tomkiernan120/Faze,True,82,1561460175.0,49
TomodomoCo/pcs-php,True,13,1527781841.0,1
TomodomoCo/wp-packages-installer,True,20,1553644943.0,1
TomodomoCo/wp-repeating-task-runner,True,15,1537888883.0,13
tormi/template-drupal,True,13,1569667809.0,13
tox-dev/tox,True,1895,1540732351.0,1589
tox-dev/tox-docker,True,124,1557842478.0,41
toxdes/testiny-web,True,42,1596986587.0,26
ToxWebsite/tox.chat,True,78,1517413962.0,78
TrapTeamCCNZ/webui,True,970,1575871281.0,911
trikset/trik-pythonqt,True,629,1585140812.0,617
trikset/trik-studio,True,14221,1576193527.0,13678
trikset/trikRuntime,True,2481,1581099480.0,2330
trustbloc/bloc-docs,True,39,1558736788.0,3
trustbloc/edge-agent,True,356,1575386863.0,2
trustbloc/edge-core,True,67,1579269201.0,3
trustbloc/edge-sandbox,True,682,1578427206.0,3
trustbloc/edv,True,112,1578673406.0,4
trustbloc/fabric-cli-ext,True,94,1569333524.0,20
trustbloc/fabric-mod,True,13419,1576524904.0,12440
trustbloc/fabric-peer-ext,True,446,1557509616.0,6
trustbloc/fabric-peer-test-common,True,102,1557258388.0,4
trustbloc/sidetree-core-go,True,330,1572284559.0,54
trustbloc/sidetree-fabric,True,374,1561486713.0,26
trustbloc/sidetree-mock,True,231,1558633452.0,8
trustwallet/assets,True,3654,1574194977.0,588
trustwallet/blockatlas,True,1057,1570816612.0,491
trustwallet/watchmarket,True,137,1575541847.0,0
try-react/rr,True,86,1577549530.0,12
try-react/ss,True,514,1581919834.0,63
try-react/yy,True,261,1591451028.0,0
ttakkku/Sangoon_Is_Math,True,140,1557240903.0,102
tubone24/apology_memo,True,6,1592119525.0,1
tubone24/dotfiles,True,19,1586579128.0,9
tubone24/servo_slack_with_arduino,True,6,1587277082.0,2
tuki0918/electron-timer,True,23,1551016846.0,17
tuki0918/pi-screen-pochix2-automation,True,8,1567435538.0,6
tuuna/reverie,True,96,1588951833.0,72
tuuna/written_examination,True,22,1590377528.0,2
tvieiragoncalves/belkirk-jekyll-demo,True,439,1569541901.0,347
tvieiragoncalves/genesis,True,219,1579209684.0,190
twn39/phpserverless,True,5,1575177819.0,1
twodayslate/swift-package-registry,True,80,1585099416.0,22
tylermcrobert/shopify-next-bootstrap,True,45,1583468308.0,18
tylermcrobert/tylermcrobert-www,True,678,1583003928.0,631
TyronSamaroo/DataAnalytics,True,18,1573352286.0,12
TyronSamaroo/finding-lanes,True,4,1566174970.0,1
uh-dcm/course-machine-learning,True,13,1580241157.0,2
ultimate-ttt/ultimate-ttt,True,1148,1524407433.0,692
umaumax/clang_parse,True,6,1570876256.0,3
umaumax/cpp-examples,True,183,1567607423.0,140
umaumax/dotfiles,True,3135,1570452396.0,2079
umaumax/dumptool,True,8,1558113055.0,6
umaumax/egoproxy,True,4,1576854993.0,4
umaumax/git-multi-branch-executer,True,8,1559384944.0,2
umaumax/git-wget,True,22,1568906335.0,8
